"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"AROW","Arrow Financial Corporation","24.7","299052705.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Research Corporation","1.91","59793155.47","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","21.99","192245925.75","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTC","ArthroCare Corporation","35.74","1007823896.84","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/artc",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","7.3","29485079.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ARUN","Aruba Networks, Inc.","14.41","1645159900.12","n/a","2007","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/arun",
"ASBB","ASB Bancorp, Inc.","16.36","86795084.28","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","17.08","2718793170.24","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASCMA","Ascent Capital Group, Inc.","74.44","1052127516","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"ASTI","Ascent Solar Technologies, Inc.","0.717","36942534.486","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"AERL","Asia Entertainment & Resources Ltd","3.75","151691865","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aerl",
"APWC","Asia Pacific Wire & Cable Corporation Limited","3.29","45496979.01","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASIA","AsiaInfo-Linkage, Inc.","11.43","832040323.47","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/asia",
"ASMI","ASM International N.V.","33.1","2090893900","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","74.51","30337880616.71","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","28.35","2656637874.45","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASBC","Associated Banc-Corp","15.03","2520726149.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbc",
"ASBCW","Associated Banc-Corp","1.359","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbcw",
"ASFI","Asta Funding, Inc.","8.44","109227433.16","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ATEA","Astea International, Inc.","2.1","7533327.9","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atea",
"ASTE","Astec Industries, Inc.","33.21","758903562.18","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ASTX","Astex Pharmaceuticals, Inc.","4.045","382672642.015","n/a","1993","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/astx",
"ALOT","Astro-Med, Inc.","10.9","81200781.7","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ATRO","Astronics Corporation","37.93","550300691.39","n/a","1972","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","0.72","14030443.44","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","5.79","30470152.92","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ATAI","ATA Inc.","4.402","99045000","n/a","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATHN","athenahealth, Inc.","89.41","3285041868.25","n/a","1991","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AFCB","Athens Bancshares Corporation","17.12","37635118.56","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/afcb",
"ATHX","Athersys, Inc.","1.55","87272382.65","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","3.96","84671916.12","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACFC","Atlantic Coast Federal Corporation","4.99","13119014.39","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ATNI","Atlantic Tele-Network, Inc.","49.24","772481945.52","n/a","1991","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATLC","Atlanticus Holdings Corporation","3.53","55079264.23","n/a","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","43.59","1125891340.8","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","8.65","70643607.15","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"ATML","Atmel Corporation","7.025","3011097685.125","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATMI","ATMI Inc.","23.75","758333676.25","n/a","1993","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/atmi",
"ATOS","Atossa Genetics Inc.","5.19","76174880.79","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","9.16","191735535.32","n/a","1979","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","ATRION Corporation","219.24","441917025.48","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","5.5499","61063585.0354","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"AUBN","Auburn National Bancorporation, Inc.","21.83","79525554.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"ADNC","Audience, Inc.","12.87","270929934.99","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adnc",
"AUDC","AudioCodes Ltd.","4.08","154941276.24","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"ADAT","Authentidate Holding Corp.","0.9","27589756.5","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","4.74","42012516","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","33.48","7526304000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","68.38","33179508874.46","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AMAP","AutoNavi Holdings Limited","11.49","794475647.85","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amap",
"AUXL","Auxilium Pharmaceuticals, Inc.","16.53","815028642.84","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auxl",
"AVGO","Avago Technologies Limited","36.69","9059189685.96","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AVNR","Avanir Pharmaceuticals, Inc.","4.34","629774149.34","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avnr",
"AVEO","AVEO Pharmaceuticals, Inc.","2.43","126082173.24","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVNW","Aviat Networks, Inc.","2.79","170865453.42","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","6.19","240947278.93","n/a","1993","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/avid",
"CAR","Avis Budget Group, Inc.","27.89","3004918467.32","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AWRE","Aware, Inc.","4.85","109200262.3","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","1.7","184128497.7","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXTI","AXT Inc","2.51","81962262.88","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"BCOM","B Communications Ltd.","7.79","232835660.55","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"BOSC","B.O.S. Better Online Solutions","2.9","3348435.7","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BEAV","B/E Aerospace, Inc.","61.31","6421139274.92","n/a","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
"BIDU","Baidu, Inc.","89.89","31435447181.3","n/a","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","45.68","1355600776.32","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","23.4799","350160820.3584","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","23.79","354785408.64","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","1.58","156223566.5","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","45.42","691763132.88","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","27","27000000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BKMU","Bank Mutual Corporation","5.76","267379683.84","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BOCH","Bank of Commerce Holdings (CA)","4.87","74554966.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","38.3","208411365","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BKSC","Bank of South Carolina Corp.","12.88","57301844.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","7.85","26318891.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","43.48","1537749507.52","n/a","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","7.91","166687161.06","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BANR","Banner Corporation","33.15","645157277.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"BBSI","Barrett Business Services, Inc.","55.13","388342942.03","n/a","1993","Technology","Professional Services","http://www.nasdaq.com/symbol/bbsi",
"BSET","Bassett Furniture Industries, Incorporated","15.12","164039480.64","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/bset",
"BAXS","Baxano Surgical, Inc.","2.31","104342376.6","n/a","2001","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/baxs",
"BV","Bazaarvoice, Inc.","9.01","655812933.29","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bv",
"BBCN","BBCN Bancorp, Inc.","13.34","1053611889.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbcn",
"BCBP","BCB Bancorp, Inc. (NJ)","10.2","85756459.2","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcbp",
"BCSB","BCSB Bancorp, Inc.","22.43","71544253.24","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcsb",
"BECN","Beacon Roofing Supply, Inc.","37.54","1827527798.38","n/a","2004","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/becn",
"BBGI","Beasley Broadcast Group, Inc.","7.65","174824746.2","n/a","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/bbgi",
"BEBE","bebe stores, inc.","5.2","410464319.2","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/bebe",
"BBBY","Bed Bath & Beyond Inc.","68.4","14951298132","n/a","1992","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/bbby",
"BELFA","Bel Fuse Inc.","13.22","150259696.58","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","13.76","156397384.64","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfb",
"BNCL","Beneficial Mutual Bancorp, Inc.","8.41","663580840.26","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bncl",
"BERK","Berkshire Bancorp, Inc.","7.63","109995590.74","n/a","1972","Finance","Major Banks","http://www.nasdaq.com/symbol/berk",
"BGMD","BG Medicine, Inc.","1.25","34472845","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/bgmd",
"BGCP","BGC Partners, Inc.","5.44","914089080.64","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgcp",
"BGSC","BGS Acquisition Corp.","10.04","19219080.04","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/bgsc",
"BGSCU","BGS Acquisition Corp.","10.13","19391362.63","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/bgscu",
"BGSCW","BGS Acquisition Corp.","0.22","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/bgscw",
"BGFV","Big 5 Sporting Goods Corporation","19.15","417177675.25","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bgfv",
"BASI","Bioanalytical Systems, Inc.","1.55","11892740.8","n/a","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/basi",
"BCRX","BioCryst Pharmaceuticals, Inc.","1.42","75468904.72","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcrx",
"BIOD","Biodel Inc.","4.07","57968875.69","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/biod",
"BDSI","BioDelivery Sciences International, Inc.","4.14","157320111.78","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bdsi",
"BIOF","BioFuel Energy Corp.","3.08","19215414.68","n/a","2007","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/biof",
"BIIB","Biogen Idec Inc.","200.46","47584155414.9","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/biib",
"BIOL","Biolase, Inc.","3.65","115840940.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/biol",
"BLRX","BioLineRx Ltd.","1.62","36053725.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","54.72","7606636776","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmrn",
"BRLI","Bio-Reference Laboratories, Inc.","28.26","781762399.38","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/brli",
"BPAX","Biosante Pharmaceuticals, Inc.","0.9621","23559376.6071","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bpax",
"BIOS","BioScrip, Inc.","16.46","1111535471.24","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/bios",
"BSTC","BioSpecifics Technologies Corp","15.79","100211835.02","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bstc",
"BSPM","Biostar Pharmaceuticals, Inc.","0.65","7537473.45","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bspm",
"BOTA","Biota Pharmaceuticals, Inc.","3.11","88398608.9","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bota",
"BDMS","Birner Dental Management Services, Inc.","17.8","32958444.4","n/a","1998","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/bdms",
"BJRI","BJ&#39;s Restaurants, Inc.","35.63","1003444412.04","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bjri",
